Title,Image_URL,Year,Time,Audience_Type,Rating,Vote_Count,Metacritic_Score,Content,Director,Stars,Movie_Link,Box_Office_Worldwide,studio,Cast
Unforgiven,"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1992,2h 10m,15,8.2,(440K),85,"After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",Christopher Nolan,Tom Hanks,https://www.imdb.com/title/tt0105695/?ref_=ls_t_19,"$159,167,799",warner bros,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris, Jaimz Woolvett, Saul Rubinek, Frances Fisher, Anna Thomson, David Mucci, Rob Campbell, Anthony James, Tara Frederick, Beverley Elliott, Liisa Repo-Martell, Josie Smith, Shane Thomas Meier, Aline Levasseur, Cherrilene Cardinal"
The Treasure of the Sierra Madre,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,2,140,207_.jpg",1948,2h 6m,PG,8.2,(134K),98,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",Clint Eastwood,Michael Clarke Duncan,https://www.imdb.com/title/tt0040897/?ref_=ls_t_20,"$5,014,000",warner bros,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane, Alfonso Bedoya, Arturo Soto Rangel, Manuel Dondé, José Torvay, Margarito Luna, Robert Blake, Guillermo Calles, Roberto Cañedo, Spencer Chan, Jacqueline Dalya, Ralph Dunn, Ernesto Escoto, Pat Flaherty"
Dial M for Murder,"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,1,140,207_.jpg",1954,1h 45m,PG,8.2,(191K),75,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,John Huston,David Morse,https://www.imdb.com/title/tt0046912/?ref_=ls_t_21,"$43,308",warner bros,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt, Patrick Allen, George Leigh, George Alderson, Robin Hughes, Richard Bender, Robin Sanders Clark, Jack Cunningham, Robert Dobson, Guy Doleman, Bess Flowers, Robert Garvin, Herschel Graham"
V for Vendetta,"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2005,2h 12m,15,8.1,(1.2M),62,A former tennis star arranges the murder of his adulterous wife.,Alfred Hitchcock,Christopher Nolan,https://www.imdb.com/title/tt0434409/?ref_=ls_t_22,"$134,686,457",warner bros,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman, John Standing, Eddie Marsan, Clive Ashborn, Emma Field-Rayner, Ian Burfield, Mark Phoenix, Alister Mazzotti"
Blade Runner,"https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",1982,1h 57m,AA,8.1,(831K),84,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",James McTeigue,Matthew McConaughey,https://www.imdb.com/title/tt0083658/?ref_=ls_t_23,"$41,762,210",warner bros,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull, Kevin Thompson, John Edward Allen, Hy Pyke, Kimiko Hiroshige, Bob Okazaki, Carolyn DeMirjian"
Gran Torino,"https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY207_CR0,0,140,207_.jpg",2008,1h 56m,15,8.1,(821K),73,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,Ridley Scott,Anne Hathaway,https://www.imdb.com/title/tt1205489/?ref_=ls_t_24,"$269,958,228",warner bros,"Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her, Brian Haley, Geraldine Hughes, Dreama Walker, Brian Howe, John Carroll Lynch, William Hill, Brooke Chia Thao, Chee Thao, Choua Kue, Scott Eastwood, Xia Soua Chang, Sonny Vue, Doua Moua, Greg Trzaskoma"
Barry Lyndon,"https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",1975,3h 5m,PG,8.1,(185K),89,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",Clint Eastwood,Jessica Chastain,https://www.imdb.com/title/tt0072684/?ref_=ls_t_25,"$267,624",warner bros,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger, Steven Berkoff, Gay Hamilton, Marie Kean, Diana Körner, Murray Melvin, Frank Middlemass, André Morell, Arthur O'Sullivan, Godfrey Quigley, Leonard Rossiter, Philip Stone, Leon Vitali, John Bindon, Roger Booth"
Mad Max: Fury Road,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2015,2h,15,8.1,(1.1M),90,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Stanley Kubrick,Martin Scorsese,https://www.imdb.com/title/tt1392190/?ref_=ls_t_26,"$380,437,267",warner bros,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, Courtney Eaton, John Howard, Richard Carter, Iota, Angus Sampson, Jennifer Hagan, Megan Gale, Melissa Jaffer"
Million Dollar Baby,"https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",2004,2h 12m,12A,8.1,(728K),86,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",George Miller,Leonardo DiCaprio,https://www.imdb.com/title/tt0405159/?ref_=ls_t_27,"$216,763,646",warner bros,"Hilary Swank, Clint Eastwood, Morgan Freeman, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Anthony Mackie, Margo Martindale, Riki Lindhome, Michael Peña, Benito Martinez, Bruce MacVittie, David Powledge, Joe D'Angerio, Marcus Chait, Tom McCleister, Erica Grant"
Harry Potter and the Deathly Hallows: Part 2,"https://m.media-amazon.com/images/M/MV5BMjE5OTE4N2UtNzllYi00OTgzLWIzZWMtNzNjMThmZTc5ZGFkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR14,0,140,207_.jpg",2011,2h 10m,12A,8.1,(960K),85,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",Clint Eastwood,Matt Damon,https://www.imdb.com/title/tt1201607/?ref_=ls_t_28,"$1,342,480,797",warner bros,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon, Ralph Fiennes, Alan Rickman, Evanna Lynch, Domhnall Gleeson, Clémence Poésy, Warwick Davis, John Hurt, Helena Bonham Carter, Graham Duff, Anthony Allgood, Rusty Goffe, Jon Key, Kelly Macdonald, Jason Isaacs"
Before Sunset,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_QL75_UY207_CR0,0,140,207_.jpg",2004,1h 20m,15,8.1,(292K),91,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",David Yates,Jack Nicholson,https://www.imdb.com/title/tt0381681/?ref_=ls_t_29,"$15,855,022",warner bros,"Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès, Rodolphe Pauly, Mariane Plasteig, Diabolo, Denis Evrard, Albert Delpy, Marie Pillet"
Antz,"https://m.media-amazon.com/images/M/MV5BYzQ0MTU4ODQtZGFhNy00NWI5LTk3ZjEtNDI2MTlhZThmZGQ2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1998,1h 23m,PG,6.5,(165K),73,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,Eric Darnell,Eric Darnell,https://www.imdb.com/title/tt0120587/?ref_=ls_t_1,"$171,757,863",dreamworks,"Woody Allen, Sharon Stone, Gene Hackman, Sylvester Stallone, Dan Aykroyd, Anne Bancroft, Jane Curtin, Danny Glover, Jennifer Lopez, John Mahoney, Paul Mazursky, Grant Shaud, Christopher Walken, Jim Cummings, Jerry Sroka, April Winchell, Eric Darnell, Pat Fry"
The Prince of Egypt,"https://m.media-amazon.com/images/M/MV5BOWNjMjgyNmMtNWMzZC00YjI4LWI1NmUtMTY0ZTA0ZDQ4Y2EwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX140_CR0,1,140,207_.jpg",1998,1h 39m,PG,7.2,(148K),64,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,Tim Johnson,Tim Johnson,https://www.imdb.com/title/tt0120794/?ref_=ls_t_2,"$218,613,188",dreamworks,"Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock, Jeff Goldblum, Danny Glover, Patrick Stewart, Helen Mirren, Steve Martin, Martin Short, Bobby Motown, Eden Riegel, Ofra Haza, James Avery, Aria Noelle Curzon, Stephanie Sawyer, Francesca Marie Smith, Shira Roth"
Chicken Run,"https://m.media-amazon.com/images/M/MV5BNDgxNjZlZDYtZGJmZC00Mjg0LWEwYzctYWQ0MWFjNTM3ZmM4XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UY207_CR0,0,140,207_.jpg",2000,1h 24m,U,7.1,(214K),88,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",Lawrence Guterman,Lawrence Guterman,https://www.imdb.com/title/tt0120630/?ref_=ls_t_3,"$224,888,359",dreamworks,"Mel Gibson, Julia Sawalha, Phil Daniels, Lynn Ferguson, Tony Haygarth, Jane Horrocks, Miranda Richardson, Timothy Spall, Imelda Staunton, Benjamin Whitrow, Jo Allen, Lisa Kay, Peter Sallis, John Sharian, Wyatt Shears"
The Road to El Dorado,"https://m.media-amazon.com/images/M/MV5BOTEzNWIwMzctOTE1YS00YjIyLTgwZGEtMTMxZDAzNzlmODMxXkEyXkFqcGdeQXVyMjgyMDk1MzY@._V1_QL75_UY207_CR1,0,140,207_.jpg",2000,1h 29m,U,6.9,(109K),51,"Two swindlers get their hands on a map to the fabled city of gold, El Dorado.",Brenda Chapman,Woody Allen,https://www.imdb.com/title/tt0138749/?ref_=ls_t_4,"$76,432,727",dreamworks,"Kevin Kline, Kenneth Branagh, Rosie Perez, Armand Assante, Edward James Olmos, Jim Cummings, Frank Welker, Tobin Bell, Duncan Marjoribanks, Elijah Chiang, Cyrus Shaki-Khan, Elton John, Bob Bergen"
Joseph: King of Dreams,"https://m.media-amazon.com/images/M/MV5BZWEzMzg4M2EtYjhmMS00NGYzLWJiZTgtNTg3MGMzOTIxMDAxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY207_CR2,0,140,207_.jpg",2000,1h 14m,U,6.5,(15K),84,"A prophet who has the ability to interpret dreams is sold into slavery in Egypt, where people learn of his gifts.",Steve Hickner,Sharon Stone,https://www.imdb.com/title/tt0264734/?ref_=ls_t_5,,dreamworks,"Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett, Jess Harnell, Matt Levin, Royce D. Applegate"
Shrek,"https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2001,1h 30m,U,7.9,(745K),52,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",Simon Wells,Gene Hackman,https://www.imdb.com/title/tt0126029/?ref_=ls_t_6,"$488,628,188",dreamworks,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Chris Miller, Cody Cameron, Kathleen Freeman, Michael Galasso, Christopher Knights, Simon J. Smith, Conrad Vernon, Jacquie Barnbrook, Guillaume Aretos"
Spirit: Stallion of the Cimarron,"https://m.media-amazon.com/images/M/MV5BMTgyOTUzNDA1N15BMl5BanBnXkFtZTYwNjgwMDM3._V1_QL75_UY207_CR0,0,140,207_.jpg",2002,1h 23m,U,7.2,(87K),48,A captured mustang remains determined to return to his herd no matter what.,Peter Lord,Brenda Chapman,https://www.imdb.com/title/tt0166813/?ref_=ls_t_7,"$122,563,539",dreamworks,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet, Jeff LeBeau, John Rubano, Richard McGonagle, Matt Levin, Adam Paul, Robert Cait, Charles Napier, Meredith Wells, Zahn McClarnon, Michael Horse, Donald Fullilove"
Sinbad: Legend of the Seven Seas,"https://m.media-amazon.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_QL75_UY207_CR0,0,140,207_.jpg",2003,1h 28m,U,6.7,(60K),75,The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.,Nick Park,Steve Hickner,https://www.imdb.com/title/tt0165982/?ref_=ls_t_8,"$80,773,077",dreamworks,"Brad Pitt, Catherine Zeta-Jones, Joseph Fiennes, Michelle Pfeiffer, Dennis Haysbert, Timothy West, Adriano Giannini, Raman Hui, Chung Chan, Jim Cummings, Conrad Vernon, Andrew Birch, Chris Miller, Frank Welker"
Shrek 2,"https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",2004,1h 33m,PG,7.3,(512K),48,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",Bibo Bergeron,Simon Wells,https://www.imdb.com/title/tt0298148/?ref_=ls_t_9,"$932,396,221",dreamworks,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews, Antonio Banderas, John Cleese, Rupert Everett, Jennifer Saunders, Aron Warner, Kelly Asbury, Cody Cameron, Conrad Vernon, Christopher Knights, David P. Smith, Mark Moseley, Kelly Cooney Cilella, Wendy Bilanski, Larry King"
Shark Tale,"https://m.media-amazon.com/images/M/MV5BMTMxMjY0NzE2M15BMl5BanBnXkFtZTcwNTc3ODcyMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",2004,1h 30m,U,6.0,(201K),57,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",Don Paul,Val Kilmer,https://www.imdb.com/title/tt0307453/?ref_=ls_t_10,"$374,583,879",dreamworks,"Will Smith, Robert De Niro, Renée Zellweger, Angelina Jolie, Jack Black, Martin Scorsese, Ziggy Marley, Doug E. Doug, Michael Imperioli, Vincent Pastore, Peter Falk, Katie Couric, David Soren, David P. Smith, Bobb'e J. Thompson, Kamali Minter, Emily Lyon Segan, Lenny Venito"
Madagascar,"https://m.media-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",2005,1h 26m,U,6.9,(443K),87,"A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",Jeffrey Katzenberg,Ralph Fiennes,https://www.imdb.com/title/tt0351283/?ref_=ls_t_11,"$542,063,846",dreamworks,"Chris Rock, Ben Stiller, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric The Entertainer, Andy Richter, Tom McGrath, Christopher Knights, Chris Miller, Conrad Vernon, Eric Darnell, David Cowgill, Steve Apostolina, Elisa Gabrielli, Devika Parikh, David P. Smith, Cody Cameron"
The Curse of the Were-Rabbit,"https://m.media-amazon.com/images/M/MV5BZmExY2Y3NGQtMzg5ZC00MGY1LTk3ZjktNWYyYzYwMTA1MTUwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY207_CR1,0,140,207_.jpg",2005,1h 25m,PG,7.5,(147K),67,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",Rob LaDuca,Michelle Pfeiffer,https://www.imdb.com/title/tt0312004/?ref_=ls_t_12,"$192,652,752",dreamworks,"Peter Sallis, Helena Bonham Carter, Ralph Fiennes, Peter Kay, Nicholas Smith, Liz Smith, John Thomson, Mark Gatiss, Vincent Ebrahim, Geraldine McEwan, Edward Kelsey, Dicken Ashworth, Robert Horvath, Pete Atkin, Noni Lewis, Ben Whitehead, Christopher Fairbank, James Mather"
Over the Hedge,"https://m.media-amazon.com/images/M/MV5BMWVhNTA1YzItZDNlMy00NDJmLTkyMWQtMTAxZWJkMWU0OTBlXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,1h 23m,U,6.7,(191K),74,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",Robert C. Ramirez,Peter Lord,https://www.imdb.com/title/tt0327084/?ref_=ls_t_13,"$339,795,890",dreamworks,"Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner, Nick Nolte, Thomas Haden Church, Allison Janney, Eugene Levy, Catherine O'Hara, Avril Lavigne, Omid Djalili, Sami Kirkpatrick, Shane Baumel, Madison Davenport, Zoe Randol, Jessica DiCicco, Debra Wilson"
Flushed Away,"https://m.media-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_QL75_UX140_CR0,0,140,207_.jpg",2006,1h 25m,U,6.6,(140K),58,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.",Andrew Adamson,Nick Park,https://www.imdb.com/title/tt0424095/?ref_=ls_t_14,"$178,281,554",dreamworks,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno, Bill Nighy, Andy Serkis, Shane Richie, Kathy Burke, David Suchet, Miriam Margolyes, Rachel Rawlinson, Susan Duerden, Miles Richardson, John Motson, Douglas Weston, Roger Blake, Christopher Fairbank, Paul Shardlow"
Shrek the Third,"https://m.media-amazon.com/images/M/MV5BOTgyMjc3ODk2MV5BMl5BanBnXkFtZTcwMjY0MjEzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2007,1h 33m,U,6.1,(336K),54,"Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.",Vicky Jenson,Mel Gibson,https://www.imdb.com/title/tt0413267/?ref_=ls_t_15,"$813,367,380",dreamworks,"Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas, Julie Andrews, John Cleese, Rupert Everett, Eric Idle, Justin Timberlake, Susanne Blakeslee, Cody Cameron, Larry King, Christopher Knights, John Krasinski, Ian McShane, Cheri Oteri, Regis Philbin, Amy Poehler"
Bee Movie,"https://m.media-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2007,1h 31m,U,6.1,(182K),74,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey and subsequently decides to sue them.",Kelly Asbury,Julia Sawalha,https://www.imdb.com/title/tt0389790/?ref_=ls_t_16,"$293,514,336",dreamworks,"Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta, Sting, Oprah Winfrey, Larry Miller, Megan Mullally, Rip Torn, Michael Richards, Mario Joyner, Jim Cummings"
Kung Fu Panda,"https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY207_CR2,0,140,207_.jpg",2008,1h 32m,PG,7.6,(530K),61,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",Lorna Cook,Phil Daniels,https://www.imdb.com/title/tt0441773/?ref_=ls_t_17,"$632,091,832",dreamworks,"Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Randall Duk Kim, James Hong, Dan Fogler, Michael Clarke Duncan, Wayne Knight, Kyle Gass, JR Reed, Laura Kightlinger, Tanya Haden, Stephen Kearin"
Madagascar: Escape 2 Africa,"https://m.media-amazon.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2008,1h 29m,PG,6.6,(251K),75,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve in Kenya, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",Patrick Gilmore,Bibo Bergeron,https://www.imdb.com/title/tt0479952/?ref_=ls_t_18,"$603,900,354",dreamworks,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric The Entertainer, Andy Richter, Bernie Mac, Alec Baldwin, Sherri Shepherd, Will.i.am, Elisa Gabrielli, Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, Quinn Dempsey Stiller, Declan Swift"
How to Train Your Dragon,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2010,1h 38m,PG,8.1,(811K),56,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",Tim Johnson,Don Paul,https://www.imdb.com/title/tt0892769/?ref_=ls_t_19,"$494,879,860",dreamworks,"Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson, America Ferrera, Jonah Hill, T.J. Miller, Kristen Wiig, Robin Atkin Downes, Philip McGrade, Kieron Elliott, Ashley Jensen, David Tennant, Randy Thom"
Monsters vs. Aliens,"https://m.media-amazon.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2009,1h 34m,PG,6.4,(178K),58,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,Andrew Adamson,Jeffrey Katzenberg,https://www.imdb.com/title/tt0892782/?ref_=ls_t_20,"$381,509,870",dreamworks,"Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen, Hugh Laurie, Will Arnett, Kiefer Sutherland, Paul Rudd, Julie White, Jeffrey Tambor, Amy Poehler, Ed Helms, Renée Zellweger, John Krasinski, Sean Bishop, Rich Dietl, Stephen Kearin, Rob Letterman"
Shrek Forever After,"https://m.media-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2010,1h 33m,U,6.3,(228K),63,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,Kelly Asbury,Kevin Kline,https://www.imdb.com/title/tt0892791/?ref_=ls_t_21,"$752,600,867",dreamworks,"Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas, Julie Andrews, Jon Hamm, John Cleese, Walt Dohrn, Jane Lynch, Craig Robinson, Lake Bell, Kathy Griffin, Mary Kay Place, Kristen Schaal, Meredith Vieira, Ryan Seacrest, Cody Cameron, Larry King"
Megamind,"https://m.media-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_QL75_UX140_CR0,6,140,207_.jpg",2010,1h 35m,PG,7.3,(300K),67,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.",Conrad Vernon,Kenneth Branagh,https://www.imdb.com/title/tt1001526/?ref_=ls_t_22,"$321,885,765",dreamworks,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey, David Cross, Ben Stiller, Justin Theroux, Jessica Schulte, Tom McGrath, Emily Nordwind, J.K. Simmons, Ella Stiller, Quinn Dempsey Stiller, Brian Hopkins, Christopher Knights, Mike Mitchell, Jasper Johannes Andrews, Jack Blessing"
Kung Fu Panda 2,"https://m.media-amazon.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY207_CR0,0,140,207_.jpg",2011,1h 30m,PG,7.3,(326K),65,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",Bibo Bergeron,Rosie Perez,https://www.imdb.com/title/tt1302011/?ref_=ls_t_23,"$665,692,281",dreamworks,"Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman, Gary Oldman, Seth Rogen, Lucy Liu, David Cross, James Hong, Michelle Yeoh, Danny McBride, Dennis Haysbert, Jean-Claude Van Damme, Victor Garber, Mike Bell, Jason Bertsch, Michael DeMaio, Shane Glick"
